//Binder 1999: rest > tone
-43	-70	26
-9	-55	24
-20	30	44
-26	-35	-12
-9	34	-7
-26	28	-8
9	-53	23
-51	26	14

//Fransson 2006: Rest > WM
-39	-75	45
-3	-63	48
3	-66	30
-33	18	57
33	33	51
-6	39	39
9	45	-12
-12	45	-12
-60	-27	-15
-57	-36	-6
-27	-27	-24
-42	9	-42
63	-18	-21
48	9	-42
63	-27	-12
39	-72	-42
6	-60	-51
-6	-57	-48
30	-18	-24
-24	-90	-27
-27	27	-24

//Mason 2007: rest > task
6	62	11
0	62	16
-12	49	45
12	49	47
21	40	45
-38	20	48
-9	-39	35
6	-15	39
24	-7	-20
6	41	4
-18	-36	-13
-45	-68	37
-9	-51	30
42	-11	3
45	-28	18
-42	-18	-2
-45	-63	31
-45	-6	-7
50	-57	33
-30	-39	-13

//McKiernan 2003: rest > difficult
-6	44	1
-6	48	19
-12	43	41
-23	25	46
-26	11	51
-7	-50	30
-7	-42	-45
7	-58	19
7	-58	61
-6	-63	50
29	-45	57
-24	-48	63
-16	-84	42
9	-85	39
-37	-82	30
49	-68	7
-49	-73	4
-47	-72	21
-28	-42	-19
14	-27	73

//Wicker 2003 rest > task
4	44	-2
2	32	10
-24	46	14
32	50	4
22	36	34
-28	24	42

//Mazoyer 2001: rest > tasks
-52	-74	18
-40	-82	34
46	-68	26
48	-72	16
-8	-36	42
-8	-40	60
-4	-34	56
-6	-50	26
-20	30	58
-18	40	48
-24	24	52
-32	22	42
-46	36	18
-4	58	12
0	38	-2
-4	46	-4
-4	50	-6
-46	48	0
-26	36	-10
-18	64	10
24	-34	64
32	-40	60
44	-24	34
24	-22	66

//Schulman 1997: fixation > tasks
1	-43	56
51	-39	42
15	29	48
-39	41	18
-35	-13	2
39	-11	4
21	55	14
-35	13	-12
27	15	-14
49	-15	-18
51	-33	-12
47	-55	16
-25	-27	-10
-21	-9	-22

//Raichle 2001a: Rest > region/global (CMRO2)
-5	-49	40
-53	-39	42
-45	-67	36
-15	55	26
-1	47	-4
-49	-19	-18

//Raichle 2001b: Rest > region/global (CBF)
-5	-49	40
-45	-67	36
-15	55	26
-1	47	-4
-33	45	-6
3	31	-10
-49	-19	-18

//D'Argembeau 2005: rest>reflection
26	56	-16
46	27	32
42	46	-7
-40	56	-8
24	46	23
57	-41	41
59	-43	28
16	-74	31
-8	-62	47

//Gould 2006: rest>learning
14	46	34
46	29	-10
48	25	-1
0	53	7
2	58	-15
2	65	15
59	-39	4
-51	-67	25
61	-18	-6
-50	-14	-3
-55	-5	-13
-44	-23	-1
-44	-16	-6
0	26	19
2	-47	28
-4	-52	14
10	-29	36
34	-16	1

//Christoff 2004: rest>arrows
40	12	-28
-38	8	-20
-14	-44	-16
12	-40	-12
24	-18	-36
-40	50	20
72	-24	28
-38	-26	8
24	-34	52
-16	-60	12
-4	-98	4
-40	-88	16
-6	-92	16
-10	-68	32
12	-98	8

//McGuire 1996: SIT>articulation
-8	38	24
-4	44	8
-10	48	0
-4	28	36
-46	-16	-20

//McGuire 1996: SIT> reading
0	38	36

//Andreasen 1995: REST>semantic mem
2	46	-19
10	38	57
44	-9	10
50	-39	-24
-44	-60	18
47	-60	16
4	-48	-19

//Greicius 2004a: Rest > button press young 1
-2	-11	6
6	-44	10
-36	-61	31
-16	42	33
-14	44	-16
22	41	38
46	-65	27
-57	-9	-21

//Greicius 2004b: Rest > button press young 2
4	-63	23
20	37	39
8	40	-12
-6	-58	-42
40	-64	47
-32	26	-25
4	0	-7
-40	-72	40
63	-13	-18
-6	-8	-3
-61	-15	-19
44	-77	-33
14	-90	-16
-57	1	-25
-10	-32	-27
12	-51	-46
4	24	8

//Greicius 2004c: Rest > button press old
-12	-49	36
18	35	41
-20	54	-1
-46	20	21
51	-3	-22
-44	-66	33
-30	-74	-35
-28	20	-18
18	-93	-32
53	-65	22
-4	-13	6
36	38	-19
36	23	28
-63	-22	-17
38	-81	-36
-12	-59	-21
-16	10	-4
2	52	32
-63	-45	2
-38	-57	32
32	-34	-18
8	-89	-28

//Kennedy 2006: number < rest
-1	-49	16
1	-41	67
-1	51	3
-1	12	-4
-41	-73	27
50	-64	19
54	-5	7
50	-1	-13

//Persson 2007: fixation > verb generation
11	-57	30
49	-61	17
-15	-68	26
-11	-52	49
11	-52	49
-15	-35	39
-41	-22	0
22	22	55
30	-45	-5
-59	-28	29
11	49	21
