//Denkova 2006a: ABM > Semantic recognition
16	-54	8
-6	-74	48
-30	6	56
48	-72	32
-34	-88	30
28	10	54
-42	-50	38
-42	28	28
20	-32	-20
12	18	-16
10	22	0
-12	10	-6
-10	16	0
-22	-40	-20
-12	-24	-16
-30	-34	-16
-4	44	4
4	38	6
-30	48	12
-34	14	-14
-42	8	32
8	10	54
12	18	44
14	28	44
4	-28	-14
6	-26	-2

//Denkova 2006b: R > K famous faces
-38	-84	28
-32	-82	38
-10	-58	8
-6	-52	0
-6	32	28
-26	12	58
-6	-64	44
-30	-34	-20
-20	-38	-18
-22	22	44
-40	50	16
-48	16	-2
-6	-40	36
-26	-18	-28
-46	28	2

//Tsukiura 2002: ABM cued word > word meaning
37	25	-1
44	-5	-15
25	-32	-13
5	-47	31
10	-54	-40
-18	40	18
-1	-44	8
-2	-62	23

//Viard 2007: ABM > letter detection
-2	10	60
-8	-56	10
-6	-52	0
10	-50	4
10	-54	14
-48	-74	28
-44	-70	32

//Vandekerckhove 2005: ABM retreival > baseline
-36	25	-6
-45	26	-6
53	29	-7
45	26	-4
-39	45	20
15	57	28
-53	-7	-22
-48	-38	-8
-18	-18	-17
-27	-13	-17
48	16	-28
-39	16	-34
-6	20	42
-6	-58	10
-39	-68	36
-48	-63	23
-15	-70	49
6	-83	-21

//Andreasen, 1995: AM>sem
-44	2	44
-47	-12	29
52	-8	28
1	46	-18
0	-54	23
-38	-35	12
54	-28	4

//Markowitsch, 2000: AM emot>fictitious	
30	0	-20
26	0	-26
26	16	-12
-50	-12	-10
-44	2	10
-46	-2	-2
-4	34	24
-6	36	8

//Levine, 2004: AM>Sem+AM facts+AM other
-4	11	58
-16	59	19
48	13	32
-55	23	-8
20	26	-18
-16	-28	71
4	-4	4
-4	-27	9
4	-36	-25
-44	-54	17
51	-57	29
-59	0	0
-55	-34	16
28	-36	-12
-32	-40	-18
4	-50	3
0	-49	39
-48	-40	57
-4	-85	4
-8	-87	-29

//Gilboa, 2004: AM>other photo
-9	55	15
-5	-58	22
40	-55	25
-33	-19	-15
50	-62	-3

//Piefke, 2003: AM emot>read text
-10	62	28
40	18	20
-46	22	20
-42	6	52
-2	12	56
-50	32	-10
54	16	-32
-52	14	-34
60	0	-24
-56	2	-24
-24	-20	-18
-30	-54	48
-6	-56	4
36	-64	-24
-28	-66	-18
46	-82	2
-42	-78	4
14	-82	-42

//Addis, 2004: AM>Sem
-4	50	-4
-8	-39	31
4	-35	35
-10	-53	19
-6	-57	32
6	-44	19
-46	-65	34
-59	-7	-16
16	-10	-11
-24	-35	-10
22	-32	-10
-24	-22	-12
34	-26	-9
-40	-74	40
2	-13	10
-7	-43	-35

//Maddock, 2001:AM sem>fictitious
0	-42	10
0	-65	17
0	-65	7
3	-48	-7
0	58	-14
0	10	58
-24	3	48
10	-14	10
-34	38	24
-45	34	-3
-55	3	34
-41	48	14
-24	28	55
-50	3	44
-48	-7	55
-58	21	-7
-14	3	14
-62	-14	-3
-48	-38	55
-24	-48	-21
52	-10	52
55	-24	55
45	-52	45
28	-58	-34

//Maguire, 2003: ABM>General Knowledge OLD
-6	51	0
-21	-15	-15
21	-15	-18
-51	-9	-12
57	-3	-18

//Maguire, 2003: ABM>General Knowledge YOUNG
-3	54	0
-33	-18	-15
-3	-60	27
0	-9	0

//Maguire, 1999: AM>pronoun/1 syllable
-4	64	20
-60	-4	-18
-48	12	-28
-22	-12	-14
-30	-36	-18
-4	-56	24
-48	-64	24
52	-66	26

//Maguire, 2000: AM>pronoun/1 syllable
-3	57	3
-33	18	-39
-24	-12	-18
-69	-6	-21
-27	-39	-21
0	-45	24
-57	-54	24
42	24	-39
24	-81	-42

//Graham, 2003: AM>Sem
-4	54	-9
-59	-12	-15
-6	-55	32
0	30	-13
-51	-66	31
4	57	17
50	4	-36
63	-11	-18
55	-55	29
26	39	42

//Rekkas, 2005: AM recent>Sem
-5	25	60
12	34	50
-30	15	38
-40	1	57
44	1	53
-47	23	21
38	28	5
-2	39	4
13	39	14
-8	1	20
10	1	22
-57	1	-5
-58	-41	-1
53	-5	-10
-22	-24	-9
-23	-26	-17
18	-27	-12
-7	-48	30
7	-48	30
-50	-57	17
45	-60	24
-3	-40	-45
-16	-71	-31
34	-63	-43

//Fink, 1996: AM emot>AM-other
12	-52	8
28	18	-4
50	-52	8
38	6	-12
42	-4	-16

//Greenberg, 2005: AM>Sem
-8	-68	15
8	-60	19
-8	15	64
23	-30	-19
56	-15	-19
45	-68	15
-45	4	45
-49	-60	15
-45	-53	19
56	30	4
19	-4	23
26	-15	-19
-28	-20	-17
-11	53	23
-38	-83	23
-26	-45	-19
-22	-6	-21
25	-10	-21
-49	-49	45
30	56	-11
