ROI Label,ROI Name,R,A,S
1,7Networks_LH_Vis_1,-34,-41,-21
2,7Networks_LH_Vis_2,-29,-34,-17
3,7Networks_LH_Vis_3,-35,-65,-16
4,7Networks_LH_Vis_4,-24,-54,-8
5,7Networks_LH_Vis_5,-22,-73,-9
6,7Networks_LH_Vis_6,-21,-85,-15
7,7Networks_LH_Vis_7,-16,-38,-11
8,7Networks_LH_Vis_8,-42,-84,-10
9,7Networks_LH_Vis_9,-12,-62,-5
10,7Networks_LH_Vis_10,-7,-76,-6
11,7Networks_LH_Vis_11,-23,-97,-12
12,7Networks_LH_Vis_12,-14,-52,-1
13,7Networks_LH_Vis_13,-46,-74,6
14,7Networks_LH_Vis_14,-6,-94,-4
15,7Networks_LH_Vis_15,-26,-95,5
16,7Networks_LH_Vis_16,-6,-77,8
17,7Networks_LH_Vis_17,-18,-65,7
18,7Networks_LH_Vis_18,-40,-84,14
19,7Networks_LH_Vis_19,-13,-95,19
20,7Networks_LH_Vis_20,-3,-86,23
21,7Networks_LH_Vis_21,-11,-73,23
22,7Networks_LH_Vis_22,-28,-83,23
23,7Networks_LH_Vis_23,-14,-86,37
24,7Networks_LH_Vis_24,-23,-79,40
25,7Networks_LH_SomMot_1,-49,-11,1
26,7Networks_LH_SomMot_2,-54,-23,8
27,7Networks_LH_SomMot_3,-38,-13,15
28,7Networks_LH_SomMot_4,-35,-26,16
29,7Networks_LH_SomMot_5,-51,-13,14
30,7Networks_LH_SomMot_6,-56,-38,17
31,7Networks_LH_SomMot_7,-44,-30,18
32,7Networks_LH_SomMot_8,-61,-4,13
33,7Networks_LH_SomMot_9,-59,-19,20
34,7Networks_LH_SomMot_10,-58,-7,29
35,7Networks_LH_SomMot_11,-59,-21,35
36,7Networks_LH_SomMot_12,-51,-8,42
37,7Networks_LH_SomMot_13,-50,-17,44
38,7Networks_LH_SomMot_14,-8,-11,45
39,7Networks_LH_SomMot_15,-42,-13,49
40,7Networks_LH_SomMot_16,-49,-28,57
41,7Networks_LH_SomMot_17,-43,-21,54
42,7Networks_LH_SomMot_18,-5,-24,52
43,7Networks_LH_SomMot_19,-36,-20,64
44,7Networks_LH_SomMot_20,-4,-7,60
45,7Networks_LH_SomMot_21,-31,-47,63
46,7Networks_LH_SomMot_22,-31,-29,62
47,7Networks_LH_SomMot_23,-27,-38,68
48,7Networks_LH_SomMot_24,-21,-12,68
49,7Networks_LH_SomMot_25,-8,-42,67
50,7Networks_LH_SomMot_26,-4,-25,67
51,7Networks_LH_SomMot_27,-17,-48,71
52,7Networks_LH_SomMot_28,-19,-31,69
53,7Networks_LH_SomMot_29,-17,-25,70
54,7Networks_LH_DorsAttn_Post_1,-48,-50,-19
55,7Networks_LH_DorsAttn_Post_2,-45,-68,-8
56,7Networks_LH_DorsAttn_Post_3,-55,-63,2
57,7Networks_LH_DorsAttn_Post_4,-48,-66,15
58,7Networks_LH_DorsAttn_Post_5,-26,-68,39
59,7Networks_LH_DorsAttn_Post_6,-55,-31,44
60,7Networks_LH_DorsAttn_Post_7,-30,-58,48
61,7Networks_LH_DorsAttn_Post_8,-42,-34,47
62,7Networks_LH_DorsAttn_Post_9,-33,-48,47
63,7Networks_LH_DorsAttn_Post_10,-17,-72,54
64,7Networks_LH_DorsAttn_Post_11,-29,-60,61
65,7Networks_LH_DorsAttn_Post_12,-13,-59,64
66,7Networks_LH_DorsAttn_FEF_1,-27,5,56
67,7Networks_LH_DorsAttn_FEF_2,-32,-5,52
68,7Networks_LH_DorsAttn_FEF_3,-22,5,64
69,7Networks_LH_DorsAttn_PrCv_1,-49,2,38
70,7Networks_LH_SalVentAttn_ParOper_1,-58,-44,27
71,7Networks_LH_SalVentAttn_ParOper_2,-60,-30,24
72,7Networks_LH_SalVentAttn_ParOper_3,-61,-38,39
73,7Networks_LH_SalVentAttn_TempOcc_1,-54,-53,13
74,7Networks_LH_SalVentAttn_FrOperIns_1,-39,-3,-4
75,7Networks_LH_SalVentAttn_FrOperIns_2,-33,24,-1
76,7Networks_LH_SalVentAttn_FrOperIns_3,-33,19,8
77,7Networks_LH_SalVentAttn_FrOperIns_4,-38,1,11
78,7Networks_LH_SalVentAttn_FrOperIns_5,-44,11,2
79,7Networks_LH_SalVentAttn_FrOperIns_6,-52,1,6
80,7Networks_LH_SalVentAttn_FrOperIns_7,-51,7,20
81,7Networks_LH_SalVentAttn_PFCl_1,-27,46,29
82,7Networks_LH_SalVentAttn_Med_1,-6,9,41
83,7Networks_LH_SalVentAttn_Med_2,-12,-33,44
84,7Networks_LH_SalVentAttn_Med_3,-6,-50,56
85,7Networks_LH_SalVentAttn_Med_4,-11,-3,71
86,7Networks_LH_Limbic_OFC_1,-24,22,-20
87,7Networks_LH_Limbic_OFC_2,-8,23,-20
88,7Networks_LH_Limbic_OFC_3,-11,48,-21
