ROI Label,ROI Name,R,A,S
1,7Networks_LH_Vis_1,-26,-34,-18
2,7Networks_LH_Vis_2,-26,-76,-14
3,7Networks_LH_Vis_3,-18,-60,-6
4,7Networks_LH_Vis_4,-26,-96,-4
5,7Networks_LH_Vis_5,-6,-92,-2
6,7Networks_LH_Vis_6,-12,-66,6
7,7Networks_LH_Vis_7,-48,-70,10
8,7Networks_LH_Vis_8,-26,-88,20
9,7Networks_LH_Vis_9,-6,-82,26
10,7Networks_LH_SomMot_1,-54,-22,8
11,7Networks_LH_SomMot_2,-36,-22,16
12,7Networks_LH_SomMot_3,-54,-12,14
13,7Networks_LH_SomMot_4,-54,-8,34
14,7Networks_LH_SomMot_5,-40,-22,58
15,7Networks_LH_SomMot_6,-6,-28,70
16,7Networks_LH_DorsAttn_Post_1,-46,-58,-12
17,7Networks_LH_DorsAttn_Post_2,-58,-24,38
18,7Networks_LH_DorsAttn_Post_3,-24,-68,50
19,7Networks_LH_DorsAttn_Post_4,-42,-34,48
20,7Networks_LH_DorsAttn_Post_5,-6,-60,56
21,7Networks_LH_DorsAttn_Post_6,-22,-50,66
22,7Networks_LH_DorsAttn_PrCv_1,-48,6,28
23,7Networks_LH_DorsAttn_FEF_1,-26,-4,60
24,7Networks_LH_SalVentAttn_ParOper_1,-58,-38,30
25,7Networks_LH_SalVentAttn_FrOperIns_1,-42,-2,-6
26,7Networks_LH_SalVentAttn_FrOperIns_2,-38,12,6
27,7Networks_LH_SalVentAttn_PFCl_1,-30,44,30
28,7Networks_LH_SalVentAttn_Med_1,-6,20,34
29,7Networks_LH_SalVentAttn_Med_2,-12,-34,46
30,7Networks_LH_SalVentAttn_Med_3,-6,4,62
31,7Networks_LH_Limbic_OFC_1,-14,32,-20
32,7Networks_LH_Limbic_TempPole_1,-32,2,-38
33,7Networks_LH_Limbic_TempPole_2,-58,-32,-22
34,7Networks_LH_Cont_Par_1,-38,-52,46
35,7Networks_LH_Cont_PFCl_1,-44,32,20
36,7Networks_LH_Cont_pCun_1,-10,-74,38
37,7Networks_LH_Cont_Cing_1,-4,-26,34
38,7Networks_LH_Default_Temp_1,-56,-4,-20
39,7Networks_LH_Default_Temp_2,-58,-32,-2
40,7Networks_LH_Default_Par_1,-58,-50,12
41,7Networks_LH_Default_Par_2,-48,-64,36
42,7Networks_LH_Default_PFC_1,-34,22,-10
43,7Networks_LH_Default_PFC_2,-46,34,-4
44,7Networks_LH_Default_PFC_3,-6,46,0
45,7Networks_LH_Default_PFC_4,-24,60,-2
46,7Networks_LH_Default_PFC_5,-8,48,42
47,7Networks_LH_Default_PFC_6,-40,14,48
48,7Networks_LH_Default_PFC_7,-26,20,52
49,7Networks_LH_Default_pCunPCC_1,-12,-56,12
50,7Networks_LH_Default_pCunPCC_2,-6,-52,34
51,7Networks_RH_Vis_1,32,-32,-22
52,7Networks_RH_Vis_2,28,-66,-12
53,7Networks_RH_Vis_3,50,-60,-10
54,7Networks_RH_Vis_4,22,-96,-4
55,7Networks_RH_Vis_5,8,-76,6
56,7Networks_RH_Vis_6,18,-58,6
57,7Networks_RH_Vis_7,36,-82,16
58,7Networks_RH_Vis_8,12,-86,30
59,7Networks_RH_SomMot_1,52,-16,6
60,7Networks_RH_SomMot_2,40,-16,16
61,7Networks_RH_SomMot_3,56,-4,12
62,7Networks_RH_SomMot_4,58,-6,30
63,7Networks_RH_SomMot_5,46,-12,48
64,7Networks_RH_SomMot_6,40,-22,60
65,7Networks_RH_SomMot_7,30,-38,64
66,7Networks_RH_SomMot_8,6,-28,70
67,7Networks_RH_DorsAttn_Post_1,50,-62,16
68,7Networks_RH_DorsAttn_Post_2,50,-24,42
69,7Networks_RH_DorsAttn_Post_3,38,-46,50
70,7Networks_RH_DorsAttn_Post_4,26,-66,52
71,7Networks_RH_DorsAttn_Post_5,14,-52,66
72,7Networks_RH_DorsAttn_PrCv_1,48,10,26
73,7Networks_RH_DorsAttn_FEF_1,28,-2,60
74,7Networks_RH_SalVentAttn_TempOccPar_1,58,-42,12
75,7Networks_RH_SalVentAttn_TempOccPar_2,60,-26,28
76,7Networks_RH_SalVentAttn_FrOperIns_1,40,8,2
77,7Networks_RH_SalVentAttn_Med_1,12,-32,46
78,7Networks_RH_SalVentAttn_Med_2,8,6,52
79,7Networks_RH_Limbic_OFC_1,12,34,-20
80,7Networks_RH_Limbic_TempPole_1,38,0,-38
81,7Networks_RH_Cont_Par_1,58,-38,44
82,7Networks_RH_Cont_Par_2,46,-62,46
83,7Networks_RH_Cont_PFCl_1,30,58,-2
84,7Networks_RH_Cont_PFCl_2,46,38,16
85,7Networks_RH_Cont_PFCl_3,32,46,30
86,7Networks_RH_Cont_PFCl_4,44,16,44
87,7Networks_RH_Cont_Cing_1,6,-28,34
88,7Networks_RH_Cont_PFCmp_1,6,28,30
89,7Networks_RH_Cont_pCun_1,10,-66,42
90,7Networks_RH_Default_Par_1,54,-50,30
91,7Networks_RH_Default_Temp_1,62,-24,-18
92,7Networks_RH_Default_Temp_2,50,6,-18
93,7Networks_RH_Default_Temp_3,58,-26,-2
94,7Networks_RH_Default_PFCv_1,36,26,-16
95,7Networks_RH_Default_PFCv_2,50,28,0
96,7Networks_RH_Default_PFCdPFCm_1,6,48,0
97,7Networks_RH_Default_PFCdPFCm_2,12,50,40
98,7Networks_RH_Default_PFCdPFCm_3,26,24,50
99,7Networks_RH_Default_pCunPCC_1,12,-54,14
100,7Networks_RH_Default_pCunPCC_2,6,-52,30
