ROI Label,ROI Name,R,A,S
1,17Networks_LH_VisCent_ExStr_1,-26,-77,-14
2,17Networks_LH_VisCent_ExStr_2,-27,-95,-4
3,17Networks_LH_VisCent_Striate_1,-5,-92,-2
4,17Networks_LH_VisCent_ExStr_3,-25,-88,20
5,17Networks_LH_VisPeri_ExStrInf_1,-17,-60,-7
6,17Networks_LH_VisPeri_StriCal_1,-12,-67,7
7,17Networks_LH_VisPeri_ExStrSup_1,-6,-82,26
8,17Networks_LH_SomMotA_1,-39,-23,59
9,17Networks_LH_SomMotA_2,-6,-29,70
10,17Networks_LH_SomMotB_Aud_1,-53,-23,8
11,17Networks_LH_SomMotB_S2_1,-37,-21,16
12,17Networks_LH_SomMotB_S2_2,-54,-12,13
13,17Networks_LH_SomMotB_Cent_1,-55,-8,34
14,17Networks_LH_DorsAttnA_TempOcc_1,-47,-58,-13
15,17Networks_LH_DorsAttnA_ParOcc_1,-47,-71,11
16,17Networks_LH_DorsAttnA_SPL_1,-24,-68,49
17,17Networks_LH_DorsAttnB_PostC_1,-57,-25,39
18,17Networks_LH_DorsAttnB_PostC_2,-42,-34,48
19,17Networks_LH_DorsAttnB_PostC_3,-22,-51,66
20,17Networks_LH_DorsAttnB_FEF_1,-26,-3,59
21,17Networks_LH_SalVentAttnA_ParOper_1,-59,-38,29
22,17Networks_LH_SalVentAttnA_Ins_1,-41,-1,-7
23,17Networks_LH_SalVentAttnA_Ins_2,-38,12,6
24,17Networks_LH_SalVentAttnA_ParMed_1,-11,-34,45
25,17Networks_LH_SalVentAttnA_FrMed_1,-6,4,62
26,17Networks_LH_SalVentAttnB_PFCl_1,-30,44,30
27,17Networks_LH_SalVentAttnB_PFCmp_1,-5,20,34
28,17Networks_LH_LimbicB_OFC_1,-14,32,-20
29,17Networks_LH_LimbicA_TempPole_1,-32,2,-37
30,17Networks_LH_LimbicA_TempPole_2,-57,-33,-21
31,17Networks_LH_ContA_IPS_1,-37,-53,46
32,17Networks_LH_ContA_PFCl_1,-43,33,21
33,17Networks_LH_ContA_PFCl_2,-48,6,28
34,17Networks_LH_ContB_PFClv_1,-24,61,-1
35,17Networks_LH_ContC_pCun_1,-9,-73,38
36,17Networks_LH_ContC_pCun_2,-6,-60,56
37,17Networks_LH_ContC_Cingp_1,-4,-26,33
38,17Networks_LH_DefaultA_PFCd_1,-25,20,51
39,17Networks_LH_DefaultA_pCunPCC_1,-6,-53,33
40,17Networks_LH_DefaultA_PFCm_1,-6,47,0
41,17Networks_LH_DefaultB_Temp_1,-55,-4,-20
42,17Networks_LH_DefaultB_Temp_2,-58,-32,-1
43,17Networks_LH_DefaultB_IPL_1,-48,-63,35
44,17Networks_LH_DefaultB_PFCd_1,-9,48,41
45,17Networks_LH_DefaultB_PFCl_1,-41,14,48
46,17Networks_LH_DefaultB_PFCv_1,-35,21,-11
47,17Networks_LH_DefaultB_PFCv_2,-47,33,-3
48,17Networks_LH_DefaultC_Rsp_1,-11,-56,13
49,17Networks_LH_DefaultC_PHC_1,-26,-34,-17
50,17Networks_LH_TempPar_1,-57,-50,12
51,17Networks_RH_VisCent_ExStr_1,27,-66,-12
52,17Networks_RH_VisCent_ExStr_2,22,-96,-5
53,17Networks_RH_VisCent_ExStr_3,36,-82,16
54,17Networks_RH_VisPeri_StriCal_1,8,-76,5
55,17Networks_RH_VisPeri_ExStrInf_1,17,-57,5
56,17Networks_RH_VisPeri_ExStrSup_1,13,-86,29
57,17Networks_RH_SomMotA_1,47,-11,48
58,17Networks_RH_SomMotA_2,41,-22,60
59,17Networks_RH_SomMotA_3,30,-37,64
60,17Networks_RH_SomMotA_4,6,-26,70
61,17Networks_RH_SomMotB_Aud_1,53,-16,7
62,17Networks_RH_SomMotB_S2_1,40,-15,15
63,17Networks_RH_SomMotB_S2_2,57,-4,11
64,17Networks_RH_SomMotB_Cent_1,58,-5,31
65,17Networks_RH_DorsAttnA_TempOcc_1,49,-60,-11
66,17Networks_RH_DorsAttnA_ParOcc_1,50,-62,16
67,17Networks_RH_DorsAttnA_SPL_1,27,-67,51
68,17Networks_RH_DorsAttnB_PostC_1,50,-24,42
69,17Networks_RH_DorsAttnB_PostC_2,14,-52,66
70,17Networks_RH_DorsAttnB_FEF_1,28,-3,59
71,17Networks_RH_SalVentAttnA_ParOper_1,61,-26,27
72,17Networks_RH_SalVentAttnA_Ins_1,40,8,1
73,17Networks_RH_SalVentAttnA_ParMed_1,11,-31,45
74,17Networks_RH_SalVentAttnA_FrMed_1,7,6,52
75,17Networks_RH_SalVentAttnB_IPL_1,57,-39,44
76,17Networks_RH_SalVentAttnB_PFCl_1,32,46,29
77,17Networks_RH_SalVentAttnB_PFCmp_1,6,28,30
78,17Networks_RH_LimbicB_OFC_1,12,35,-20
79,17Networks_RH_LimbicA_TempPole_1,38,1,-38
80,17Networks_RH_ContA_IPS_1,38,-45,49
81,17Networks_RH_ContA_PFCl_1,45,39,15
82,17Networks_RH_ContA_PFCl_2,49,10,27
83,17Networks_RH_ContB_Temp_1,62,-23,-19
84,17Networks_RH_ContB_IPL_1,45,-63,46
85,17Networks_RH_ContB_PFCld_1,43,16,45
86,17Networks_RH_ContB_PFClv_1,30,58,-3
87,17Networks_RH_ContC_Cingp_1,5,-27,33
88,17Networks_RH_ContC_pCun_1,9,-66,43
89,17Networks_RH_DefaultA_IPL_1,55,-51,31
90,17Networks_RH_DefaultA_PFCd_1,26,24,50
91,17Networks_RH_DefaultA_pCunPCC_1,7,-52,31
92,17Networks_RH_DefaultA_PFCm_1,7,48,1
93,17Networks_RH_DefaultB_PFCd_1,11,50,39
94,17Networks_RH_DefaultB_PFCv_1,35,26,-15
95,17Networks_RH_DefaultB_PFCv_2,51,28,0
96,17Networks_RH_DefaultC_Rsp_1,12,-54,14
97,17Networks_RH_DefaultC_PHC_1,32,-31,-22
98,17Networks_RH_TempPar_1,51,7,-18
99,17Networks_RH_TempPar_2,57,-26,-2
100,17Networks_RH_TempPar_3,58,-42,13
