ROI Label,ROI Name,R,A,S
1,17Networks_LH_VisCent_ExStr_1,-26,-78,-14
2,17Networks_LH_VisCent_ExStr_2,-26,-96,-12
3,17Networks_LH_VisCent_Striate_1,-6,-92,-4
4,17Networks_LH_VisCent_ExStr_3,-22,-96,6
5,17Networks_LH_VisCent_ExStr_4,-40,-84,10
6,17Networks_LH_VisCent_ExStr_5,-24,-88,24
7,17Networks_LH_VisPeri_ExStrInf_1,-24,-54,-10
8,17Networks_LH_VisPeri_ExStrInf_2,-10,-68,-4
9,17Networks_LH_VisPeri_ExStrInf_3,-14,-44,-2
10,17Networks_LH_VisPeri_StriCal_1,-12,-70,8
11,17Networks_LH_VisPeri_ExStrSup_1,-12,-72,22
12,17Networks_LH_VisPeri_ExStrSup_2,-6,-88,28
13,17Networks_LH_SomMotA_1,-8,-12,46
14,17Networks_LH_SomMotA_2,-48,-28,56
15,17Networks_LH_SomMotA_3,-40,-26,56
16,17Networks_LH_SomMotA_4,-32,-22,64
17,17Networks_LH_SomMotA_5,-26,-38,68
18,17Networks_LH_SomMotA_6,-20,-10,68
19,17Networks_LH_SomMotA_7,-4,-32,66
20,17Networks_LH_SomMotA_8,-20,-30,68
21,17Networks_LH_SomMotB_Aud_1,-50,-4,-2
22,17Networks_LH_SomMotB_Aud_2,-54,-24,10
23,17Networks_LH_SomMotB_S2_1,-36,-22,16
24,17Networks_LH_SomMotB_S2_2,-56,-4,10
25,17Networks_LH_SomMotB_Aud_3,-56,-40,20
26,17Networks_LH_SomMotB_S2_3,-52,-22,18
27,17Networks_LH_SomMotB_Cent_1,-56,-8,30
28,17Networks_LH_SomMotB_Cent_2,-48,-8,46
29,17Networks_LH_DorsAttnA_TempOcc_1,-44,-48,-20
30,17Networks_LH_DorsAttnA_TempOcc_2,-46,-70,-8
31,17Networks_LH_DorsAttnA_ParOcc_1,-48,-70,10
32,17Networks_LH_DorsAttnA_SPL_1,-26,-70,38
33,17Networks_LH_DorsAttnA_SPL_2,-16,-72,54
34,17Networks_LH_DorsAttnA_SPL_3,-30,-60,60
35,17Networks_LH_DorsAttnB_PostC_1,-54,-26,42
36,17Networks_LH_DorsAttnB_PostC_2,-40,-36,48
37,17Networks_LH_DorsAttnB_PostC_3,-30,-46,62
38,17Networks_LH_DorsAttnB_PostC_4,-18,-54,68
39,17Networks_LH_DorsAttnB_FEF_1,-32,-4,54
40,17Networks_LH_SalVentAttnA_ParOper_1,-62,-26,28
41,17Networks_LH_SalVentAttnA_Ins_1,-40,-4,-4
42,17Networks_LH_SalVentAttnA_FrOper_1,-38,0,10
43,17Networks_LH_SalVentAttnA_FrOper_2,-52,8,10
44,17Networks_LH_SalVentAttnA_ParMed_1,-12,-36,46
45,17Networks_LH_SalVentAttnA_FrMed_1,-6,10,42
46,17Networks_LH_SalVentAttnA_FrMed_2,-6,-2,66
47,17Networks_LH_SalVentAttnB_IPL_1,-60,-40,36
48,17Networks_LH_SalVentAttnB_PFCl_1,-28,42,32
49,17Networks_LH_SalVentAttnB_Ins_1,-34,20,6
