ROI Label,ROI Name,R,A,S
1,7Networks_LH_Vis_1,-37,-36,-23
2,7Networks_LH_Vis_2,-29,-37,-15
3,7Networks_LH_Vis_3,-35,-60,-17
4,7Networks_LH_Vis_4,-25,-57,-10
5,7Networks_LH_Vis_5,-37,-80,-16
6,7Networks_LH_Vis_6,-23,-73,-10
7,7Networks_LH_Vis_7,-23,-48,-6
8,7Networks_LH_Vis_8,-45,-70,-8
9,7Networks_LH_Vis_9,-19,-86,-15
10,7Networks_LH_Vis_10,-15,-38,-10
11,7Networks_LH_Vis_11,-13,-61,-5
12,7Networks_LH_Vis_12,-7,-75,-6
13,7Networks_LH_Vis_13,-25,-97,-12
14,7Networks_LH_Vis_14,-43,-85,-5
15,7Networks_LH_Vis_15,-5,-87,-12
16,7Networks_LH_Vis_16,-9,-98,-11
17,7Networks_LH_Vis_17,-15,-47,-3
18,7Networks_LH_Vis_18,-8,-61,3
19,7Networks_LH_Vis_19,-45,-75,5
20,7Networks_LH_Vis_20,-5,-74,5
21,7Networks_LH_Vis_21,-5,-91,1
22,7Networks_LH_Vis_22,-25,-96,5
23,7Networks_LH_Vis_23,-11,-46,3
24,7Networks_LH_Vis_24,-20,-58,4
25,7Networks_LH_Vis_25,-10,-102,6
26,7Networks_LH_Vis_26,-34,-88,9
27,7Networks_LH_Vis_27,-16,-68,7
28,7Networks_LH_Vis_28,-6,-78,11
29,7Networks_LH_Vis_29,-42,-81,17
30,7Networks_LH_Vis_30,-6,-95,17
31,7Networks_LH_Vis_31,-18,-93,21
32,7Networks_LH_Vis_32,-17,-64,21
33,7Networks_LH_Vis_33,-3,-84,25
34,7Networks_LH_Vis_34,-11,-72,21
35,7Networks_LH_Vis_35,-26,-82,22
36,7Networks_LH_Vis_36,-32,-84,26
37,7Networks_LH_Vis_37,-16,-89,34
38,7Networks_LH_Vis_38,-12,-81,36
39,7Networks_LH_Vis_39,-21,-82,44
40,7Networks_LH_SomMot_1,-53,-1,-3
41,7Networks_LH_SomMot_2,-57,-16,6
42,7Networks_LH_SomMot_3,-43,-19,4
43,7Networks_LH_SomMot_4,-61,-27,10
44,7Networks_LH_SomMot_5,-35,-24,11
45,7Networks_LH_SomMot_6,-44,-28,9
46,7Networks_LH_SomMot_7,-38,-13,16
47,7Networks_LH_SomMot_8,-61,-44,11
48,7Networks_LH_SomMot_9,-36,-27,19
49,7Networks_LH_SomMot_10,-58,-37,16
50,7Networks_LH_SomMot_11,-51,-13,13
51,7Networks_LH_SomMot_12,-41,-36,15
52,7Networks_LH_SomMot_13,-60,-2,12
53,7Networks_LH_SomMot_14,-49,-24,18
54,7Networks_LH_SomMot_15,-62,-18,20
55,7Networks_LH_SomMot_16,-60,-4,18
56,7Networks_LH_SomMot_17,-63,-11,30
57,7Networks_LH_SomMot_18,-58,-1,31
58,7Networks_LH_SomMot_19,-54,-9,28
59,7Networks_LH_SomMot_20,-54,-21,41
60,7Networks_LH_SomMot_21,-50,-15,39
61,7Networks_LH_SomMot_22,-51,-7,43
62,7Networks_LH_SomMot_23,-49,-26,49
63,7Networks_LH_SomMot_24,-39,-19,42
64,7Networks_LH_SomMot_25,-49,-17,54
65,7Networks_LH_SomMot_26,-43,-12,51
66,7Networks_LH_SomMot_27,-7,-14,49
67,7Networks_LH_SomMot_28,-47,-30,59
68,7Networks_LH_SomMot_29,-39,-24,53
69,7Networks_LH_SomMot_30,-8,-39,56
70,7Networks_LH_SomMot_31,-36,-20,64
71,7Networks_LH_SomMot_32,-4,-26,58
72,7Networks_LH_SomMot_33,-30,-46,63
73,7Networks_LH_SomMot_34,-5,-8,63
74,7Networks_LH_SomMot_35,-32,-29,62
75,7Networks_LH_SomMot_36,-26,-11,66
76,7Networks_LH_SomMot_37,-29,-38,66
77,7Networks_LH_SomMot_38,-9,-43,70
78,7Networks_LH_SomMot_39,-19,-24,67
79,7Networks_LH_SomMot_40,-16,-50,70
80,7Networks_LH_SomMot_41,-20,-31,68
81,7Networks_LH_SomMot_42,-15,-13,73
82,7Networks_LH_SomMot_43,-20,-38,72
83,7Networks_LH_SomMot_44,-3,-33,69
84,7Networks_LH_SomMot_45,-7,-17,74
85,7Networks_LH_SomMot_46,-12,-27,73
86,7Networks_LH_SomMot_47,-10,-34,76
87,7Networks_LH_DorsAttn_Post_1,-45,-44,-21
88,7Networks_LH_DorsAttn_Post_2,-49,-57,-14
89,7Networks_LH_DorsAttn_Post_3,-55,-63,2
90,7Networks_LH_DorsAttn_Post_4,-49,-66,13
91,7Networks_LH_DorsAttn_Post_5,-26,-71,31
92,7Networks_LH_DorsAttn_Post_6,-27,-67,42
93,7Networks_LH_DorsAttn_Post_7,-55,-31,44
94,7Networks_LH_DorsAttn_Post_8,-43,-32,43
95,7Networks_LH_DorsAttn_Post_9,-37,-39,41
96,7Networks_LH_DorsAttn_Post_10,-22,-66,48
97,7Networks_LH_DorsAttn_Post_11,-29,-58,50
98,7Networks_LH_DorsAttn_Post_12,-17,-73,53
99,7Networks_LH_DorsAttn_Post_13,-35,-49,52
100,7Networks_LH_DorsAttn_Post_14,-38,-39,53
101,7Networks_LH_DorsAttn_Post_15,-34,-56,62
102,7Networks_LH_DorsAttn_Post_16,-27,-64,61
103,7Networks_LH_DorsAttn_Post_17,-12,-67,61
104,7Networks_LH_DorsAttn_Post_18,-7,-58,64
105,7Networks_LH_DorsAttn_Post_19,-20,-58,66
106,7Networks_LH_DorsAttn_FEF_1,-39,-3,51
107,7Networks_LH_DorsAttn_FEF_2,-22,8,56
108,7Networks_LH_DorsAttn_FEF_3,-25,-7,52
109,7Networks_LH_DorsAttn_FEF_4,-20,-4,64
110,7Networks_LH_DorsAttn_PrCv_1,-54,7,27
111,7Networks_LH_DorsAttn_PrCv_2,-46,3,37
112,7Networks_LH_SalVentAttn_ParOper_1,-47,-37,24
113,7Networks_LH_SalVentAttn_ParOper_2,-60,-29,22
114,7Networks_LH_SalVentAttn_ParOper_3,-57,-42,29
115,7Networks_LH_SalVentAttn_ParOper_4,-61,-23,33
116,7Networks_LH_SalVentAttn_ParOper_5,-62,-36,36
117,7Networks_LH_SalVentAttn_TempOcc_1,-54,-56,14
118,7Networks_LH_SalVentAttn_FrOperIns_1,-45,6,-15
119,7Networks_LH_SalVentAttn_FrOperIns_2,-39,2,-5
120,7Networks_LH_SalVentAttn_FrOperIns_3,-32,24,0
121,7Networks_LH_SalVentAttn_FrOperIns_4,-40,-14,-2
122,7Networks_LH_SalVentAttn_FrOperIns_5,-38,-5,8
123,7Networks_LH_SalVentAttn_FrOperIns_6,-33,18,8
124,7Networks_LH_SalVentAttn_FrOperIns_7,-39,1,13
125,7Networks_LH_SalVentAttn_FrOperIns_8,-44,12,2
126,7Networks_LH_SalVentAttn_FrOperIns_9,-50,1,5
127,7Networks_LH_SalVentAttn_FrOperIns_10,-51,8,15
128,7Networks_LH_SalVentAttn_PFCl_1,-29,43,30
129,7Networks_LH_SalVentAttn_Med_1,-6,16,36
130,7Networks_LH_SalVentAttn_Med_2,-6,-1,40
131,7Networks_LH_SalVentAttn_Med_3,-10,-32,40
132,7Networks_LH_SalVentAttn_Med_4,-11,-20,40
133,7Networks_LH_SalVentAttn_Med_5,-6,3,50
134,7Networks_LH_SalVentAttn_Med_6,-13,-42,49
135,7Networks_LH_SalVentAttn_Med_7,-11,-31,47
136,7Networks_LH_SalVentAttn_Med_8,-4,3,60
137,7Networks_LH_SalVentAttn_Med_9,-6,-49,57
138,7Networks_LH_SalVentAttn_Med_10,-13,-1,72
139,7Networks_LH_Limbic_OFC_1,-12,25,-21
140,7Networks_LH_Limbic_OFC_2,-24,23,-20
141,7Networks_LH_Limbic_OFC_3,-6,45,-23
142,7Networks_LH_Limbic_OFC_4,-17,48,-19
143,7Networks_LH_Limbic_OFC_5,-4,22,-19
144,7Networks_LH_Limbic_OFC_6,-15,65,-8
145,7Networks_LH_Limbic_TempPole_1,-31,0,-43
146,7Networks_LH_Limbic_TempPole_2,-46,-5,-41
147,7Networks_LH_Limbic_TempPole_3,-26,-7,-34
148,7Networks_LH_Limbic_TempPole_4,-39,-16,-31
149,7Networks_LH_Limbic_TempPole_5,-27,10,-33
150,7Networks_LH_Limbic_TempPole_6,-52,-24,-30
151,7Networks_LH_Limbic_TempPole_7,-43,14,-34
152,7Networks_LH_Limbic_TempPole_8,-21,-15,-29
153,7Networks_LH_Limbic_TempPole_9,-32,-24,-26
154,7Networks_LH_Limbic_TempPole_10,-38,9,-24
155,7Networks_LH_Cont_Par_1,-29,-76,41
156,7Networks_LH_Cont_Par_2,-59,-43,44
157,7Networks_LH_Cont_Par_3,-53,-50,46
158,7Networks_LH_Cont_Par_4,-51,-39,48
159,7Networks_LH_Cont_Par_5,-35,-63,49
160,7Networks_LH_Cont_Par_6,-43,-53,50
161,7Networks_LH_Cont_Par_7,-43,-44,48
162,7Networks_LH_Cont_Par_8,-34,-50,40
163,7Networks_LH_Cont_Temp_1,-60,-51,-9
164,7Networks_LH_Cont_PFCd_1,-30,2,59
165,7Networks_LH_Cont_PFCd_2,-20,11,66
166,7Networks_LH_Cont_OFC_1,-31,51,-13
167,7Networks_LH_Cont_PFCl_1,-41,50,-1
168,7Networks_LH_Cont_PFCl_2,-30,56,11
169,7Networks_LH_Cont_PFCl_3,-45,35,13
170,7Networks_LH_Cont_PFCl_4,-38,46,17
171,7Networks_LH_Cont_PFCl_5,-45,20,25
172,7Networks_LH_Cont_PFCl_6,-43,36,28
173,7Networks_LH_Cont_PFCl_7,-39,7,28
174,7Networks_LH_Cont_PFCl_8,-45,18,35
175,7Networks_LH_Cont_PFCl_9,-35,32,39
176,7Networks_LH_Cont_PFCv_1,-33,17,-8
177,7Networks_LH_Cont_pCun_1,-9,-76,42
178,7Networks_LH_Cont_pCun_2,-4,-72,52
179,7Networks_LH_Cont_pCun_3,-5,-61,51
180,7Networks_LH_Cont_Cing_1,-3,14,26
181,7Networks_LH_Cont_Cing_2,-5,-23,29
182,7Networks_LH_Cont_Cing_3,-3,0,31
183,7Networks_LH_Cont_PFCmp_1,-7,31,27
184,7Networks_LH_Cont_PFCmp_2,-4,29,46
185,7Networks_LH_Cont_PFCmp_3,-5,15,51
186,7Networks_LH_Default_Temp_1,-54,0,-29
187,7Networks_LH_Default_Temp_2,-61,-17,-23
188,7Networks_LH_Default_Temp_3,-60,-36,-18
189,7Networks_LH_Default_Temp_4,-52,9,-18
190,7Networks_LH_Default_Temp_5,-59,-11,-13
191,7Networks_LH_Default_Temp_6,-53,-4,-11
192,7Networks_LH_Default_Temp_7,-63,-34,-4
193,7Networks_LH_Default_Temp_8,-51,-28,-4
194,7Networks_LH_Default_Temp_9,-60,-17,-2
195,7Networks_LH_Default_Temp_10,-62,-51,5
196,7Networks_LH_Default_Temp_11,-61,-32,4
197,7Networks_LH_Default_Temp_12,-52,-42,4
