ROI Label,ROI Name,R,A,S
1,17Networks_LH_VisCent_Striate_1,-10,-96,-16
2,17Networks_LH_VisCent_Striate_2,-4,-88,-10
3,17Networks_LH_VisCent_Striate_3,-8,-96,-4
4,17Networks_LH_VisCent_ExStr_1,-36,-56,-18
5,17Networks_LH_VisCent_ExStr_2,-28,-62,-14
6,17Networks_LH_VisCent_ExStr_3,-36,-70,-16
7,17Networks_LH_VisCent_ExStr_4,-24,-58,-8
8,17Networks_LH_VisCent_ExStr_5,-22,-74,-10
9,17Networks_LH_VisCent_ExStr_6,-40,-78,-14
10,17Networks_LH_VisCent_ExStr_7,-24,-86,-16
11,17Networks_LH_VisCent_ExStr_8,-40,-86,-16
12,17Networks_LH_VisCent_ExStr_9,-14,-84,-14
13,17Networks_LH_VisCent_ExStr_10,-24,-98,-12
14,17Networks_LH_VisCent_ExStr_11,-44,-84,-4
15,17Networks_LH_VisCent_ExStr_12,-32,-94,-2
16,17Networks_LH_VisCent_ExStr_13,-46,-74,6
17,17Networks_LH_VisCent_ExStr_14,-40,-88,4
18,17Networks_LH_VisCent_ExStr_15,-8,-104,0
19,17Networks_LH_VisCent_ExStr_16,-20,-102,4
20,17Networks_LH_VisCent_ExStr_17,-28,-92,8
21,17Networks_LH_VisCent_ExStr_18,-12,-100,14
22,17Networks_LH_VisCent_ExStr_19,-40,-82,16
23,17Networks_LH_VisCent_ExStr_20,-22,-92,20
24,17Networks_LH_VisCent_ExStr_21,-18,-90,26
25,17Networks_LH_VisCent_ExStr_22,-26,-82,20
26,17Networks_LH_VisCent_ExStr_23,-24,-82,32
27,17Networks_LH_VisPeri_StriCal_1,-6,-62,2
28,17Networks_LH_VisPeri_StriCal_2,-6,-70,6
29,17Networks_LH_VisPeri_StriCal_3,-18,-60,2
30,17Networks_LH_VisPeri_StriCal_4,-8,-82,4
31,17Networks_LH_VisPeri_StriCal_5,-6,-90,4
32,17Networks_LH_VisPeri_StriCal_6,-18,-70,6
33,17Networks_LH_VisPeri_StriCal_7,-8,-74,12
34,17Networks_LH_VisPeri_ExStrInf_1,-22,-50,-6
35,17Networks_LH_VisPeri_ExStrInf_2,-10,-76,-8
36,17Networks_LH_VisPeri_ExStrInf_3,-12,-64,-4
37,17Networks_LH_VisPeri_ExStrInf_4,-12,-52,-6
38,17Networks_LH_VisPeri_ExStrInf_5,-14,-40,-6
39,17Networks_LH_VisPeri_ExStrInf_6,-4,-74,0
40,17Networks_LH_VisPeri_ExStrInf_7,-16,-50,-2
41,17Networks_LH_VisPeri_ExStrInf_8,-10,-42,2
42,17Networks_LH_VisPeri_ExStrInf_9,-20,-54,6
43,17Networks_LH_VisPeri_ExStrSup_1,-22,-60,6
44,17Networks_LH_VisPeri_ExStrSup_2,-18,-60,8
45,17Networks_LH_VisPeri_ExStrSup_3,-2,-96,12
46,17Networks_LH_VisPeri_ExStrSup_4,0,-80,14
47,17Networks_LH_VisPeri_ExStrSup_5,-16,-64,12
48,17Networks_LH_VisPeri_ExStrSup_6,-6,-68,16
49,17Networks_LH_VisPeri_ExStrSup_7,-2,-84,22
50,17Networks_LH_VisPeri_ExStrSup_8,-6,-92,26
51,17Networks_LH_VisPeri_ExStrSup_9,-16,-70,20
52,17Networks_LH_VisPeri_ExStrSup_10,-8,-76,26
53,17Networks_LH_VisPeri_ExStrSup_11,-4,-86,34
54,17Networks_LH_VisPeri_ExStrSup_12,-16,-88,36
55,17Networks_LH_VisPeri_ExStrSup_13,-12,-82,36
56,17Networks_LH_VisPeri_ExStrSup_14,-16,-82,48
57,17Networks_LH_SomMotA_1,-8,-8,40
58,17Networks_LH_SomMotA_2,-56,-16,50
59,17Networks_LH_SomMotA_3,-8,-10,46
60,17Networks_LH_SomMotA_4,-52,-24,54
