ROI Label,ROI Name,R,A,S
1,17Networks_LH_VisCent_ExStr_1,-36,-62,-16
2,17Networks_LH_VisCent_ExStr_2,-24,-72,-10
3,17Networks_LH_VisCent_ExStr_3,-36,-82,-16
4,17Networks_LH_VisCent_ExStr_4,-16,-86,-16
5,17Networks_LH_VisCent_ExStr_5,-24,-96,-12
6,17Networks_LH_VisCent_ExStr_6,-42,-86,-4
7,17Networks_LH_VisCent_Striate_1,-8,-98,-8
8,17Networks_LH_VisCent_ExStr_7,-46,-74,6
9,17Networks_LH_VisCent_ExStr_8,-24,-96,6
10,17Networks_LH_VisCent_ExStr_9,-40,-84,14
11,17Networks_LH_VisCent_ExStr_10,-10,-96,18
12,17Networks_LH_VisCent_ExStr_11,-26,-84,22
13,17Networks_LH_VisPeri_ExStrInf_1,-24,-54,-8
14,17Networks_LH_VisPeri_ExStrInf_2,-12,-62,-4
15,17Networks_LH_VisPeri_ExStrInf_3,-6,-76,-6
16,17Networks_LH_VisPeri_ExStrInf_4,-14,-44,-6
17,17Networks_LH_VisPeri_ExStrInf_5,-14,-56,2
18,17Networks_LH_VisPeri_StriCal_1,-4,-88,2
19,17Networks_LH_VisPeri_StriCal_2,-8,-74,10
20,17Networks_LH_VisPeri_ExStrSup_1,-18,-64,6
21,17Networks_LH_VisPeri_ExStrSup_2,-2,-84,24
22,17Networks_LH_VisPeri_ExStrSup_3,-12,-72,20
23,17Networks_LH_VisPeri_ExStrSup_4,-16,-88,34
24,17Networks_LH_VisPeri_ExStrSup_5,-12,-82,36
25,17Networks_LH_SomMotA_1,-8,-16,48
26,17Networks_LH_SomMotA_2,-40,-14,48
27,17Networks_LH_SomMotA_3,-48,-18,54
28,17Networks_LH_SomMotA_4,-48,-30,58
29,17Networks_LH_SomMotA_5,-38,-24,52
30,17Networks_LH_SomMotA_6,-8,-38,54
31,17Networks_LH_SomMotA_7,-4,-24,56
32,17Networks_LH_SomMotA_8,-4,-8,60
33,17Networks_LH_SomMotA_9,-36,-20,64
34,17Networks_LH_SomMotA_10,-32,-30,62
35,17Networks_LH_SomMotA_11,-30,-38,66
36,17Networks_LH_SomMotA_12,-24,-10,64
37,17Networks_LH_SomMotA_13,-20,-24,66
38,17Networks_LH_SomMotA_14,-8,-42,70
39,17Networks_LH_SomMotA_15,-4,-26,68
40,17Networks_LH_SomMotA_16,-14,-12,72
41,17Networks_LH_SomMotA_17,-18,-32,68
42,17Networks_LH_SomMotA_18,-18,-40,72
43,17Networks_LH_SomMotA_19,-12,-26,74
44,17Networks_LH_SomMotB_Aud_1,-50,-10,0
45,17Networks_LH_SomMotB_Aud_2,-56,-22,8
46,17Networks_LH_SomMotB_Ins_1,-36,-24,10
47,17Networks_LH_SomMotB_S2_1,-38,-8,12
48,17Networks_LH_SomMotB_S2_2,-36,-26,18
49,17Networks_LH_SomMotB_Aud_3,-58,-36,16
50,17Networks_LH_SomMotB_Aud_4,-40,-36,14
51,17Networks_LH_SomMotB_S2_3,-48,-12,14
52,17Networks_LH_SomMotB_S2_4,-60,-2,10
53,17Networks_LH_SomMotB_S2_5,-48,-24,18
54,17Networks_LH_SomMotB_S2_6,-62,-18,20
55,17Networks_LH_SomMotB_Cent_1,-60,-2,24
56,17Networks_LH_SomMotB_Cent_2,-62,-10,32
57,17Networks_LH_SomMotB_Cent_3,-54,-8,30
58,17Networks_LH_SomMotB_Cent_4,-52,-6,44
59,17Networks_LH_SomMotB_Cent_5,-48,-16,40
60,17Networks_LH_DorsAttnA_TempOcc_1,-44,-42,-22
61,17Networks_LH_DorsAttnA_TempOcc_2,-32,-42,-20
62,17Networks_LH_DorsAttnA_TempOcc_3,-48,-56,-16
63,17Networks_LH_DorsAttnA_TempOcc_4,-46,-70,-8
64,17Networks_LH_DorsAttnA_ParOcc_1,-48,-66,16
65,17Networks_LH_DorsAttnA_ParOcc_2,-32,-84,26
66,17Networks_LH_DorsAttnA_SPL_1,-26,-70,30
67,17Networks_LH_DorsAttnA_SPL_2,-22,-78,44
68,17Networks_LH_DorsAttnA_SPL_3,-22,-66,46
69,17Networks_LH_DorsAttnA_SPL_4,-28,-58,50
70,17Networks_LH_DorsAttnA_SPL_5,-36,-52,56
71,17Networks_LH_DorsAttnA_SPL_6,-14,-70,58
72,17Networks_LH_DorsAttnA_SPL_7,-28,-62,62
73,17Networks_LH_DorsAttnB_PostC_1,-62,-24,32
74,17Networks_LH_DorsAttnB_PostC_2,-54,-20,40
75,17Networks_LH_DorsAttnB_PostC_3,-54,-32,44
76,17Networks_LH_DorsAttnB_PostC_4,-46,-30,44
77,17Networks_LH_DorsAttnB_PostC_5,-38,-38,50
78,17Networks_LH_DorsAttnB_PostC_6,-30,-46,62
79,17Networks_LH_DorsAttnB_PostC_7,-8,-58,64
80,17Networks_LH_DorsAttnB_PostC_8,-20,-56,66
81,17Networks_LH_DorsAttnB_PostC_9,-14,-50,72
82,17Networks_LH_DorsAttnB_FEF_1,-40,-2,52
83,17Networks_LH_DorsAttnB_FEF_2,-26,0,56
84,17Networks_LH_DorsAttnB_FEF_3,-30,-8,52
85,17Networks_LH_DorsAttnB_PrCv_1,-50,2,38
86,17Networks_LH_SalVentAttnA_ParOper_1,-54,-32,22
87,17Networks_LH_SalVentAttnA_ParOper_2,-58,-44,28
88,17Networks_LH_SalVentAttnA_ParOper_3,-62,-36,34
89,17Networks_LH_SalVentAttnA_Ins_1,-38,2,-4
90,17Networks_LH_SalVentAttnA_Ins_2,-40,-14,-2
91,17Networks_LH_SalVentAttnA_Ins_3,-32,18,8
92,17Networks_LH_SalVentAttnA_Ins_4,-36,4,10
93,17Networks_LH_SalVentAttnA_FrOper_1,-50,2,4
94,17Networks_LH_SalVentAttnA_FrOper_2,-52,8,14
95,17Networks_LH_SalVentAttnA_ParMed_1,-12,-28,42
96,17Networks_LH_SalVentAttnA_ParMed_2,-12,-42,48
97,17Networks_LH_SalVentAttnA_ParMed_3,-6,-48,56
98,17Networks_LH_SalVentAttnA_FrMed_1,-6,0,40
99,17Networks_LH_SalVentAttnA_FrMed_2,-6,10,48
100,17Networks_LH_SalVentAttnA_FrMed_3,-8,-2,70
101,17Networks_LH_SalVentAttnB_PFCl_1,-38,50,10
102,17Networks_LH_SalVentAttnB_PFCl_2,-28,44,30
103,17Networks_LH_SalVentAttnB_PFCl_3,-36,32,38
104,17Networks_LH_SalVentAttnB_Ins_1,-34,16,-8
105,17Networks_LH_SalVentAttnB_Ins_2,-32,24,0
106,17Networks_LH_SalVentAttnB_Ins_3,-44,12,2
107,17Networks_LH_SalVentAttnB_OFC_1,-26,50,-14
108,17Networks_LH_SalVentAttnB_PFCmp_1,-6,22,32
109,17Networks_LH_LimbicB_OFC_1,-12,24,-20
110,17Networks_LH_LimbicB_OFC_2,-24,22,-20
111,17Networks_LH_LimbicB_OFC_3,-10,48,-22
112,17Networks_LH_LimbicB_OFC_4,-4,24,-20
113,17Networks_LH_LimbicB_OFC_5,-16,64,-8
114,17Networks_LH_LimbicA_TempPole_1,-38,-6,-42
115,17Networks_LH_LimbicA_TempPole_2,-24,6,-40
116,17Networks_LH_LimbicA_TempPole_3,-26,-10,-32
117,17Networks_LH_LimbicA_TempPole_4,-54,-22,-30
118,17Networks_LH_LimbicA_TempPole_5,-40,-22,-26
119,17Networks_LH_LimbicA_TempPole_6,-32,12,-30
120,17Networks_LH_LimbicA_TempPole_7,-44,6,-16
121,17Networks_LH_ContA_Temp_1,-56,-62,0
122,17Networks_LH_ContA_IPS_1,-28,-74,42
123,17Networks_LH_ContA_IPS_2,-58,-42,46
124,17Networks_LH_ContA_IPS_3,-34,-62,48
125,17Networks_LH_ContA_IPS_4,-44,-42,46
126,17Networks_LH_ContA_IPS_5,-34,-46,40
127,17Networks_LH_ContA_PFCd_1,-22,6,64
128,17Networks_LH_ContA_PFClv_1,-48,36,10
129,17Networks_LH_ContA_PFClv_2,-42,38,22
130,17Networks_LH_ContA_PFCl_1,-50,6,26
131,17Networks_LH_ContA_PFCl_2,-44,20,26
132,17Networks_LH_ContA_PFCl_3,-40,8,34
133,17Networks_LH_ContA_Cingm_1,-4,6,28
134,17Networks_LH_ContB_Temp_1,-60,-36,-18
135,17Networks_LH_ContB_Temp_2,-60,-48,-10
136,17Networks_LH_ContB_IPL_1,-48,-60,46
137,17Networks_LH_ContB_IPL_2,-54,-50,44
138,17Networks_LH_ContB_IPL_3,-42,-52,48
139,17Networks_LH_ContB_PFCd_1,-30,14,58
140,17Networks_LH_ContB_PFClv_1,-42,48,-6
141,17Networks_LH_ContB_PFClv_2,-28,58,0
142,17Networks_LH_ContB_PFClv_3,-28,56,12
143,17Networks_LH_ContB_PFCmp_1,-4,28,48
144,17Networks_LH_ContC_pCun_1,-10,-70,32
145,17Networks_LH_ContC_pCun_2,-10,-78,46
146,17Networks_LH_ContC_pCun_3,-4,-64,52
147,17Networks_LH_ContC_Cingp_1,-6,-40,24
148,17Networks_LH_ContC_Cingp_2,-4,-22,30
149,17Networks_LH_DefaultA_IPL_1,-48,-64,32
150,17Networks_LH_DefaultA_IPL_2,-42,-72,44
151,17Networks_LH_DefaultA_PFCd_1,-24,28,44
152,17Networks_LH_DefaultA_PFCd_2,-18,36,48
153,17Networks_LH_DefaultA_PFCd_3,-22,20,52
154,17Networks_LH_DefaultA_pCunPCC_1,-4,-54,20
155,17Networks_LH_DefaultA_pCunPCC_2,-6,-60,30
156,17Networks_LH_DefaultA_pCunPCC_3,-8,-44,32
157,17Networks_LH_DefaultA_pCunPCC_4,-4,-34,38
158,17Networks_LH_DefaultA_pCunPCC_5,-2,-16,38
159,17Networks_LH_DefaultA_pCunPCC_6,-2,-68,42
160,17Networks_LH_DefaultA_pCunPCC_7,-6,-50,42
161,17Networks_LH_DefaultA_PFCm_1,-4,56,-10
162,17Networks_LH_DefaultA_PFCm_2,-6,36,-8
163,17Networks_LH_DefaultA_PFCm_3,-6,60,6
164,17Networks_LH_DefaultA_PFCm_4,-6,44,6
165,17Networks_LH_DefaultA_PFCm_5,-16,68,8
166,17Networks_LH_DefaultA_PFCm_6,-6,34,20
167,17Networks_LH_DefaultB_Temp_1,-44,12,-34
168,17Networks_LH_DefaultB_Temp_2,-54,-2,-30
169,17Networks_LH_DefaultB_Temp_3,-62,-18,-20
170,17Networks_LH_DefaultB_Temp_4,-56,-8,-14
171,17Networks_LH_DefaultB_Temp_5,-60,-34,-4
172,17Networks_LH_DefaultB_Temp_6,-52,-22,-6
173,17Networks_LH_DefaultB_IPL_1,-46,-58,20
174,17Networks_LH_DefaultB_IPL_2,-56,-54,30
175,17Networks_LH_DefaultB_PFCd_1,-4,52,28
176,17Networks_LH_DefaultB_PFCd_2,-14,58,30
177,17Networks_LH_DefaultB_PFCd_3,-22,50,32
178,17Networks_LH_DefaultB_PFCd_4,-8,42,52
179,17Networks_LH_DefaultB_PFCd_5,-12,24,60
180,17Networks_LH_DefaultB_PFCd_6,-6,10,64
181,17Networks_LH_DefaultB_PFCl_1,-40,20,48
182,17Networks_LH_DefaultB_PFCl_2,-42,8,48
183,17Networks_LH_DefaultB_PFCv_1,-36,22,-16
184,17Networks_LH_DefaultB_PFCv_2,-36,36,-12
185,17Networks_LH_DefaultB_PFCv_3,-46,32,-10
186,17Networks_LH_DefaultB_PFCv_4,-48,28,0
187,17Networks_LH_DefaultB_PFCv_5,-54,20,12
188,17Networks_LH_DefaultC_IPL_1,-40,-78,30
189,17Networks_LH_DefaultC_Rsp_1,-14,-48,4
190,17Networks_LH_DefaultC_Rsp_2,-8,-52,10
191,17Networks_LH_DefaultC_Rsp_3,-14,-60,18
192,17Networks_LH_DefaultC_PHC_1,-20,-20,-26
193,17Networks_LH_DefaultC_PHC_2,-30,-32,-18
194,17Networks_LH_DefaultC_PHC_3,-18,-38,-12
195,17Networks_LH_TempPar_1,-52,6,-12
196,17Networks_LH_TempPar_2,-60,-12,-2
197,17Networks_LH_TempPar_3,-62,-32,6
198,17Networks_LH_TempPar_4,-52,-44,4
199,17Networks_LH_TempPar_5,-58,-54,10
