ROI Label,ROI Name,R,A,S
1,7Networks_LH_Vis_1,-35,-36,-24
2,7Networks_LH_Vis_2,-34,-51,-19
3,7Networks_LH_Vis_3,-25,-45,-14
4,7Networks_LH_Vis_4,-28,-63,-13
5,7Networks_LH_Vis_5,-31,-43,-9
6,7Networks_LH_Vis_6,-34,-69,-16
7,7Networks_LH_Vis_7,-45,-67,-18
8,7Networks_LH_Vis_8,-24,-58,-9
9,7Networks_LH_Vis_9,-36,-80,-15
10,7Networks_LH_Vis_10,-26,-80,-13
11,7Networks_LH_Vis_11,-21,-74,-9
12,7Networks_LH_Vis_12,-45,-72,-11
13,7Networks_LH_Vis_13,-21,-49,-6
14,7Networks_LH_Vis_14,-20,-88,-16
15,7Networks_LH_Vis_15,-42,-84,-14
16,7Networks_LH_Vis_16,-14,-71,-10
17,7Networks_LH_Vis_17,-13,-83,-14
18,7Networks_LH_Vis_18,-31,-91,-18
19,7Networks_LH_Vis_19,-15,-64,-5
20,7Networks_LH_Vis_20,-16,-38,-11
21,7Networks_LH_Vis_21,-46,-72,-3
22,7Networks_LH_Vis_22,-13,-50,-7
23,7Networks_LH_Vis_23,-6,-78,-7
24,7Networks_LH_Vis_24,-34,-92,-9
25,7Networks_LH_Vis_25,-10,-61,-3
26,7Networks_LH_Vis_26,-6,-71,-2
27,7Networks_LH_Vis_27,-4,-90,-12
28,7Networks_LH_Vis_28,-21,-99,-12
29,7Networks_LH_Vis_29,-45,-82,-1
30,7Networks_LH_Vis_30,-10,-98,-12
31,7Networks_LH_Vis_31,-14,-42,-4
32,7Networks_LH_Vis_32,-7,-61,3
33,7Networks_LH_Vis_33,-30,-96,-2
34,7Networks_LH_Vis_34,-36,-89,1
35,7Networks_LH_Vis_35,-4,-79,2
36,7Networks_LH_Vis_36,-44,-71,7
37,7Networks_LH_Vis_37,-5,-68,6
38,7Networks_LH_Vis_38,-17,-55,1
39,7Networks_LH_Vis_39,-9,-95,-2
40,7Networks_LH_Vis_40,-6,-103,-1
41,7Networks_LH_Vis_41,-11,-45,2
42,7Networks_LH_Vis_42,-48,-78,9
43,7Networks_LH_Vis_43,-6,-88,2
44,7Networks_LH_Vis_44,-17,-102,2
45,7Networks_LH_Vis_45,-43,-85,10
46,7Networks_LH_Vis_46,-17,-68,4
47,7Networks_LH_Vis_47,-12,-75,9
48,7Networks_LH_Vis_48,-14,-51,4
49,7Networks_LH_Vis_49,-25,-95,8
50,7Networks_LH_Vis_50,-23,-58,5
51,7Networks_LH_Vis_51,-7,-81,10
52,7Networks_LH_Vis_52,-2,-94,5
53,7Networks_LH_Vis_53,-32,-87,10
54,7Networks_LH_Vis_54,-9,-100,11
55,7Networks_LH_Vis_55,-16,-58,8
56,7Networks_LH_Vis_56,-18,-65,9
57,7Networks_LH_Vis_57,-8,-70,12
58,7Networks_LH_Vis_58,-18,-98,17
59,7Networks_LH_Vis_59,-49,-75,20
60,7Networks_LH_Vis_60,-1,-80,12
61,7Networks_LH_Vis_61,-41,-80,16
62,7Networks_LH_Vis_62,-4,-92,16
63,7Networks_LH_Vis_63,-19,-60,16
64,7Networks_LH_Vis_64,-25,-91,20
65,7Networks_LH_Vis_65,-34,-90,19
66,7Networks_LH_Vis_66,-7,-69,17
67,7Networks_LH_Vis_67,-2,-82,21
68,7Networks_LH_Vis_68,-10,-95,25
69,7Networks_LH_Vis_69,-16,-67,17
70,7Networks_LH_Vis_70,-17,-90,23
71,7Networks_LH_Vis_71,-4,-77,27
72,7Networks_LH_Vis_72,-27,-81,19
73,7Networks_LH_Vis_73,-5,-88,32
74,7Networks_LH_Vis_74,-31,-85,26
75,7Networks_LH_Vis_75,-14,-75,25
76,7Networks_LH_Vis_76,-17,-89,34
77,7Networks_LH_Vis_77,-24,-81,29
78,7Networks_LH_Vis_78,-12,-81,35
79,7Networks_LH_Vis_79,-14,-86,42
80,7Networks_LH_Vis_80,-23,-82,42
81,7Networks_LH_Vis_81,-12,-79,45
82,7Networks_LH_SomMot_1,-50,6,-8
83,7Networks_LH_SomMot_2,-56,-3,-1
84,7Networks_LH_SomMot_3,-63,-12,3
85,7Networks_LH_SomMot_4,-66,-19,6
86,7Networks_LH_SomMot_5,-52,-14,6
87,7Networks_LH_SomMot_6,-43,-19,3
88,7Networks_LH_SomMot_7,-66,-30,6
89,7Networks_LH_SomMot_8,-53,-20,6
90,7Networks_LH_SomMot_9,-60,-26,10
91,7Networks_LH_SomMot_10,-41,-24,11
92,7Networks_LH_SomMot_11,-34,-24,10
93,7Networks_LH_SomMot_12,-36,-14,14
94,7Networks_LH_SomMot_13,-62,-40,9
95,7Networks_LH_SomMot_14,-43,-30,9
96,7Networks_LH_SomMot_15,-34,-31,16
97,7Networks_LH_SomMot_16,-34,-23,19
98,7Networks_LH_SomMot_17,-40,-13,18
99,7Networks_LH_SomMot_18,-48,-34,11
100,7Networks_LH_SomMot_19,-55,-47,14
101,7Networks_LH_SomMot_20,-59,-37,16
102,7Networks_LH_SomMot_21,-48,-13,14
103,7Networks_LH_SomMot_22,-55,-7,9
104,7Networks_LH_SomMot_23,-65,-46,15
105,7Networks_LH_SomMot_24,-39,-26,20
106,7Networks_LH_SomMot_25,-40,-37,17
107,7Networks_LH_SomMot_26,-57,-15,15
108,7Networks_LH_SomMot_27,-60,-3,12
109,7Networks_LH_SomMot_28,-49,-22,18
110,7Networks_LH_SomMot_29,-65,-11,16
111,7Networks_LH_SomMot_30,-48,-30,18
112,7Networks_LH_SomMot_31,-62,-18,21
113,7Networks_LH_SomMot_32,-60,2,22
114,7Networks_LH_SomMot_33,-60,-6,19
115,7Networks_LH_SomMot_34,-64,-10,28
116,7Networks_LH_SomMot_35,-57,-2,29
117,7Networks_LH_SomMot_36,-54,-10,31
118,7Networks_LH_SomMot_37,-61,-11,39
119,7Networks_LH_SomMot_38,-54,-5,37
120,7Networks_LH_SomMot_39,-55,-19,42
121,7Networks_LH_SomMot_40,-50,-16,41
122,7Networks_LH_SomMot_41,-44,-13,37
123,7Networks_LH_SomMot_42,-8,-7,42
124,7Networks_LH_SomMot_43,-52,-4,47
125,7Networks_LH_SomMot_44,-57,-17,51
126,7Networks_LH_SomMot_45,-47,-27,45
127,7Networks_LH_SomMot_46,-39,-19,40
128,7Networks_LH_SomMot_47,-8,-9,48
129,7Networks_LH_SomMot_48,-51,-26,55
130,7Networks_LH_SomMot_49,-43,-12,50
131,7Networks_LH_SomMot_50,-47,-17,54
132,7Networks_LH_SomMot_51,-8,-19,47
133,7Networks_LH_SomMot_52,-35,-20,45
134,7Networks_LH_SomMot_53,-39,-5,58
135,7Networks_LH_SomMot_54,-6,-28,50
136,7Networks_LH_SomMot_55,-4,-12,55
137,7Networks_LH_SomMot_56,-40,-16,58
138,7Networks_LH_SomMot_57,-44,-33,63
139,7Networks_LH_SomMot_58,-39,-26,54
140,7Networks_LH_SomMot_59,-33,-45,62
141,7Networks_LH_SomMot_60,-5,-23,57
142,7Networks_LH_SomMot_61,-34,-38,62
143,7Networks_LH_SomMot_62,-9,-41,58
144,7Networks_LH_SomMot_63,-28,-11,61
145,7Networks_LH_SomMot_64,-35,-17,68
