ROI Label,ROI Name,R,A,S
1,7Networks_LH_Vis_1,-34,-40,-22
2,7Networks_LH_Vis_2,-36,-56,-18
3,7Networks_LH_Vis_3,-26,-46,-14
4,7Networks_LH_Vis_4,-28,-36,-14
5,7Networks_LH_Vis_5,-28,-62,-14
6,7Networks_LH_Vis_6,-36,-70,-16
7,7Networks_LH_Vis_7,-46,-70,-14
8,7Networks_LH_Vis_8,-24,-58,-8
9,7Networks_LH_Vis_9,-22,-74,-10
10,7Networks_LH_Vis_10,-40,-78,-14
11,7Networks_LH_Vis_11,-18,-36,-12
12,7Networks_LH_Vis_12,-24,-86,-16
13,7Networks_LH_Vis_13,-22,-50,-6
14,7Networks_LH_Vis_14,-40,-86,-16
15,7Networks_LH_Vis_15,-14,-84,-14
16,7Networks_LH_Vis_16,-46,-72,-6
17,7Networks_LH_Vis_17,-10,-76,-8
18,7Networks_LH_Vis_18,-12,-64,-4
19,7Networks_LH_Vis_19,-12,-52,-6
20,7Networks_LH_Vis_20,-10,-96,-16
21,7Networks_LH_Vis_21,-14,-40,-6
22,7Networks_LH_Vis_22,-24,-98,-12
23,7Networks_LH_Vis_23,-44,-84,-4
24,7Networks_LH_Vis_24,-4,-88,-10
25,7Networks_LH_Vis_25,-4,-74,0
26,7Networks_LH_Vis_26,-6,-62,2
27,7Networks_LH_Vis_27,-32,-94,-2
28,7Networks_LH_Vis_28,-16,-50,-2
29,7Networks_LH_Vis_29,-46,-74,6
30,7Networks_LH_Vis_30,-8,-96,-4
31,7Networks_LH_Vis_31,-10,-42,2
32,7Networks_LH_Vis_32,-6,-70,6
33,7Networks_LH_Vis_33,-40,-88,4
34,7Networks_LH_Vis_34,-18,-60,2
35,7Networks_LH_Vis_35,-8,-82,4
36,7Networks_LH_Vis_36,-8,-104,0
37,7Networks_LH_Vis_37,-20,-102,4
38,7Networks_LH_Vis_38,-20,-54,6
39,7Networks_LH_Vis_39,-6,-90,4
40,7Networks_LH_Vis_40,-12,-48,4
41,7Networks_LH_Vis_41,-18,-70,6
42,7Networks_LH_Vis_42,-22,-60,6
43,7Networks_LH_Vis_43,-28,-92,8
44,7Networks_LH_Vis_44,-8,-74,12
45,7Networks_LH_Vis_45,-18,-60,8
46,7Networks_LH_Vis_46,-48,-72,18
47,7Networks_LH_Vis_47,-2,-96,12
48,7Networks_LH_Vis_48,-12,-100,14
49,7Networks_LH_Vis_49,-40,-82,16
50,7Networks_LH_Vis_50,0,-80,14
51,7Networks_LH_Vis_51,-16,-64,12
52,7Networks_LH_Vis_52,-22,-92,20
53,7Networks_LH_Vis_53,-6,-68,16
54,7Networks_LH_Vis_54,-2,-84,22
55,7Networks_LH_Vis_55,-6,-92,26
56,7Networks_LH_Vis_56,-18,-62,22
57,7Networks_LH_Vis_57,-16,-70,20
58,7Networks_LH_Vis_58,-18,-90,26
59,7Networks_LH_Vis_59,-26,-82,20
60,7Networks_LH_Vis_60,-8,-76,26
61,7Networks_LH_Vis_61,-32,-84,26
62,7Networks_LH_Vis_62,-4,-86,34
63,7Networks_LH_Vis_63,-16,-88,36
64,7Networks_LH_Vis_64,-24,-82,32
65,7Networks_LH_Vis_65,-12,-82,36
66,7Networks_LH_Vis_66,-22,-80,42
67,7Networks_LH_Vis_67,-16,-82,48
68,7Networks_LH_SomMot_1,-52,0,-4
69,7Networks_LH_SomMot_2,-56,-16,6
70,7Networks_LH_SomMot_3,-44,-20,4
71,7Networks_LH_SomMot_4,-60,-26,10
72,7Networks_LH_SomMot_5,-36,-12,12
73,7Networks_LH_SomMot_6,-36,-24,10
74,7Networks_LH_SomMot_7,-62,-40,10
75,7Networks_LH_SomMot_8,-42,-30,8
76,7Networks_LH_SomMot_9,-36,-14,18
