ROI Label,ROI Name,R,A,S
1,7Networks_LH_Vis_1,-34,-40,-22
2,7Networks_LH_Vis_2,-30,-34,-16
3,7Networks_LH_Vis_3,-26,-46,-14
4,7Networks_LH_Vis_4,-34,-58,-18
5,7Networks_LH_Vis_5,-44,-62,-16
6,7Networks_LH_Vis_6,-28,-68,-10
7,7Networks_LH_Vis_7,-34,-78,-16
8,7Networks_LH_Vis_8,-28,-48,-4
9,7Networks_LH_Vis_9,-24,-58,-10
10,7Networks_LH_Vis_10,-20,-36,-14
11,7Networks_LH_Vis_11,-44,-76,-12
12,7Networks_LH_Vis_12,-18,-76,-10
13,7Networks_LH_Vis_13,-22,-50,-6
14,7Networks_LH_Vis_14,-20,-88,-16
15,7Networks_LH_Vis_15,-34,-90,-16
16,7Networks_LH_Vis_16,-16,-38,-10
17,7Networks_LH_Vis_17,-12,-64,-4
18,7Networks_LH_Vis_18,-14,-50,-8
19,7Networks_LH_Vis_19,-6,-76,-6
20,7Networks_LH_Vis_20,-44,-84,-4
21,7Networks_LH_Vis_21,-4,-88,-12
22,7Networks_LH_Vis_22,-20,-98,-12
23,7Networks_LH_Vis_23,-14,-42,-4
24,7Networks_LH_Vis_24,-8,-98,-12
25,7Networks_LH_Vis_25,-32,-94,-2
26,7Networks_LH_Vis_26,-46,-76,6
27,7Networks_LH_Vis_27,-10,-60,2
28,7Networks_LH_Vis_28,-18,-52,-2
29,7Networks_LH_Vis_29,-6,-70,6
30,7Networks_LH_Vis_30,-40,-88,4
31,7Networks_LH_Vis_31,-8,-84,4
32,7Networks_LH_Vis_32,-12,-46,2
33,7Networks_LH_Vis_33,-18,-102,2
34,7Networks_LH_Vis_34,-6,-94,0
35,7Networks_LH_Vis_35,-6,-102,2
36,7Networks_LH_Vis_36,-20,-56,4
37,7Networks_LH_Vis_37,-32,-88,6
38,7Networks_LH_Vis_38,-24,-96,10
39,7Networks_LH_Vis_39,-20,-66,6
40,7Networks_LH_Vis_40,-10,-74,10
41,7Networks_LH_Vis_41,-50,-72,16
42,7Networks_LH_Vis_42,-2,-80,12
43,7Networks_LH_Vis_43,-12,-98,16
44,7Networks_LH_Vis_44,-42,-82,16
45,7Networks_LH_Vis_45,-32,-90,16
46,7Networks_LH_Vis_46,-4,-92,18
47,7Networks_LH_Vis_47,-16,-64,14
48,7Networks_LH_Vis_48,-8,-68,16
49,7Networks_LH_Vis_49,-20,-90,20
50,7Networks_LH_Vis_50,-2,-80,24
51,7Networks_LH_Vis_51,-32,-84,24
52,7Networks_LH_Vis_52,-14,-74,24
53,7Networks_LH_Vis_53,-16,-90,30
54,7Networks_LH_Vis_54,-8,-88,34
55,7Networks_LH_Vis_55,-26,-80,26
56,7Networks_LH_Vis_56,-12,-82,36
57,7Networks_LH_Vis_57,-22,-84,42
58,7Networks_LH_Vis_58,-16,-82,48
59,7Networks_LH_SomMot_1,-50,6,-8
60,7Networks_LH_SomMot_2,-56,-4,0
61,7Networks_LH_SomMot_3,-56,-16,6
62,7Networks_LH_SomMot_4,-44,-20,4
63,7Networks_LH_SomMot_5,-60,-26,10
64,7Networks_LH_SomMot_6,-64,-36,8
65,7Networks_LH_SomMot_7,-36,-14,12
66,7Networks_LH_SomMot_8,-46,-26,8
67,7Networks_LH_SomMot_9,-34,-26,12
68,7Networks_LH_SomMot_10,-40,-14,18
69,7Networks_LH_SomMot_11,-58,-36,16
70,7Networks_LH_SomMot_12,-42,-36,14
71,7Networks_LH_SomMot_13,-36,-26,20
72,7Networks_LH_SomMot_14,-50,-12,14
73,7Networks_LH_SomMot_15,-60,-2,10
74,7Networks_LH_SomMot_16,-60,-14,14
75,7Networks_LH_SomMot_17,-48,-24,18
76,7Networks_LH_SomMot_18,-60,-4,18
77,7Networks_LH_SomMot_19,-62,-18,22
78,7Networks_LH_SomMot_20,-64,-10,24
79,7Networks_LH_SomMot_21,-56,-8,26
80,7Networks_LH_SomMot_22,-62,-10,36
81,7Networks_LH_SomMot_23,-56,-4,32
