ROI Label,ROI Name,R,A,S
1,17Networks_LH_VisCent_Striate_1,-9,-96,-16
2,17Networks_LH_VisCent_Striate_2,-4,-88,-10
3,17Networks_LH_VisCent_Striate_3,-7,-97,-4
4,17Networks_LH_VisCent_ExStr_1,-37,-55,-18
5,17Networks_LH_VisCent_ExStr_2,-29,-63,-13
6,17Networks_LH_VisCent_ExStr_3,-36,-71,-16
7,17Networks_LH_VisCent_ExStr_4,-24,-58,-9
8,17Networks_LH_VisCent_ExStr_5,-23,-75,-9
9,17Networks_LH_VisCent_ExStr_6,-41,-79,-14
10,17Networks_LH_VisCent_ExStr_7,-24,-86,-16
11,17Networks_LH_VisCent_ExStr_8,-39,-87,-16
12,17Networks_LH_VisCent_ExStr_9,-13,-83,-14
13,17Networks_LH_VisCent_ExStr_10,-24,-97,-12
14,17Networks_LH_VisCent_ExStr_11,-44,-85,-3
15,17Networks_LH_VisCent_ExStr_12,-32,-93,-3
16,17Networks_LH_VisCent_ExStr_13,-46,-75,6
17,17Networks_LH_VisCent_ExStr_14,-39,-88,5
18,17Networks_LH_VisCent_ExStr_15,-9,-103,1
19,17Networks_LH_VisCent_ExStr_16,-20,-101,3
20,17Networks_LH_VisCent_ExStr_17,-27,-93,8
21,17Networks_LH_VisCent_ExStr_18,-13,-99,14
22,17Networks_LH_VisCent_ExStr_19,-40,-83,16
23,17Networks_LH_VisCent_ExStr_20,-23,-92,20
24,17Networks_LH_VisCent_ExStr_21,-17,-90,26
25,17Networks_LH_VisCent_ExStr_22,-27,-81,20
26,17Networks_LH_VisCent_ExStr_23,-24,-82,31
27,17Networks_LH_VisPeri_StriCal_1,-7,-61,3
28,17Networks_LH_VisPeri_StriCal_2,-7,-70,6
29,17Networks_LH_VisPeri_StriCal_3,-17,-60,2
30,17Networks_LH_VisPeri_StriCal_4,-7,-81,4
31,17Networks_LH_VisPeri_StriCal_5,-6,-89,4
32,17Networks_LH_VisPeri_StriCal_6,-18,-70,6
33,17Networks_LH_VisPeri_StriCal_7,-8,-74,11
34,17Networks_LH_VisPeri_ExStrInf_1,-21,-49,-6
35,17Networks_LH_VisPeri_ExStrInf_2,-9,-76,-8
36,17Networks_LH_VisPeri_ExStrInf_3,-11,-64,-4
37,17Networks_LH_VisPeri_ExStrInf_4,-13,-51,-6
38,17Networks_LH_VisPeri_ExStrInf_5,-14,-40,-7
39,17Networks_LH_VisPeri_ExStrInf_6,-4,-73,0
40,17Networks_LH_VisPeri_ExStrInf_7,-17,-51,-1
41,17Networks_LH_VisPeri_ExStrInf_8,-11,-43,1
42,17Networks_LH_VisPeri_ExStrInf_9,-19,-54,5
43,17Networks_LH_VisPeri_ExStrSup_1,-23,-61,5
44,17Networks_LH_VisPeri_ExStrSup_2,-18,-61,9
45,17Networks_LH_VisPeri_ExStrSup_3,-2,-96,12
46,17Networks_LH_VisPeri_ExStrSup_4,-1,-80,13
47,17Networks_LH_VisPeri_ExStrSup_5,-16,-64,13
48,17Networks_LH_VisPeri_ExStrSup_6,-7,-68,16
49,17Networks_LH_VisPeri_ExStrSup_7,-2,-83,21
50,17Networks_LH_VisPeri_ExStrSup_8,-7,-93,25
51,17Networks_LH_VisPeri_ExStrSup_9,-15,-71,19
52,17Networks_LH_VisPeri_ExStrSup_10,-8,-76,26
53,17Networks_LH_VisPeri_ExStrSup_11,-5,-87,33
54,17Networks_LH_VisPeri_ExStrSup_12,-16,-88,37
55,17Networks_LH_VisPeri_ExStrSup_13,-12,-81,37
56,17Networks_LH_VisPeri_ExStrSup_14,-17,-82,47
57,17Networks_LH_SomMotA_1,-8,-8,41
58,17Networks_LH_SomMotA_2,-56,-16,51
59,17Networks_LH_SomMotA_3,-9,-10,47
60,17Networks_LH_SomMotA_4,-52,-25,55
61,17Networks_LH_SomMotA_5,-44,-12,50
62,17Networks_LH_SomMotA_6,-35,-19,47
63,17Networks_LH_SomMotA_7,-5,-16,50
64,17Networks_LH_SomMotA_8,-45,-20,55
65,17Networks_LH_SomMotA_9,-5,-27,52
66,17Networks_LH_SomMotA_10,-44,-34,62
67,17Networks_LH_SomMotA_11,-39,-15,61
68,17Networks_LH_SomMotA_12,-8,-39,55
69,17Networks_LH_SomMotA_13,-32,-46,62
70,17Networks_LH_SomMotA_14,-5,-8,60
71,17Networks_LH_SomMotA_15,-34,-28,54
72,17Networks_LH_SomMotA_16,-33,-38,62
73,17Networks_LH_SomMotA_17,-30,-11,66
74,17Networks_LH_SomMotA_18,-4,-20,61
75,17Networks_LH_SomMotA_19,-33,-29,65
76,17Networks_LH_SomMotA_20,-30,-22,67
77,17Networks_LH_SomMotA_21,-25,-29,56
78,17Networks_LH_SomMotA_22,-3,-31,62
79,17Networks_LH_SomMotA_23,-27,-40,66
80,17Networks_LH_SomMotA_24,-8,-43,64
81,17Networks_LH_SomMotA_25,-9,-48,68
82,17Networks_LH_SomMotA_26,-28,-30,72
83,17Networks_LH_SomMotA_27,-23,-47,64
84,17Networks_LH_SomMotA_28,-21,-12,71
85,17Networks_LH_SomMotA_29,-14,-7,65
86,17Networks_LH_SomMotA_30,-4,-14,70
87,17Networks_LH_SomMotA_31,-19,-24,68
88,17Networks_LH_SomMotA_32,-20,-31,67
89,17Networks_LH_SomMotA_33,-22,-37,73
90,17Networks_LH_SomMotA_34,-19,-44,69
91,17Networks_LH_SomMotA_35,-12,-8,73
92,17Networks_LH_SomMotA_36,-16,-15,75
93,17Networks_LH_SomMotA_37,-9,-41,75
94,17Networks_LH_SomMotA_38,-5,-23,74
95,17Networks_LH_SomMotA_39,-3,-34,70
96,17Networks_LH_SomMotA_40,-10,-16,76
97,17Networks_LH_SomMotA_41,-16,-38,77
98,17Networks_LH_SomMotA_42,-12,-27,73
99,17Networks_LH_SomMotA_43,-11,-34,73
100,17Networks_LH_SomMotB_Cent_1,-60,-2,19
101,17Networks_LH_SomMotB_Cent_2,-56,-8,25
102,17Networks_LH_SomMotB_Cent_3,-58,0,30
103,17Networks_LH_SomMotB_Cent_4,-62,-10,33
104,17Networks_LH_SomMotB_Cent_5,-50,-9,31
105,17Networks_LH_SomMotB_Cent_6,-55,-3,41
106,17Networks_LH_SomMotB_Cent_7,-51,-14,39
107,17Networks_LH_SomMotB_Cent_8,-46,-12,39
108,17Networks_LH_SomMotB_Cent_9,-51,-1,49
109,17Networks_LH_SomMotB_Cent_10,-40,-19,41
110,17Networks_LH_SomMotB_S2_1,-36,-12,13
111,17Networks_LH_SomMotB_S2_2,-36,-14,18
112,17Networks_LH_SomMotB_S2_3,-43,-14,16
113,17Networks_LH_SomMotB_S2_4,-36,-27,19
114,17Networks_LH_SomMotB_S2_5,-51,-12,13
115,17Networks_LH_SomMotB_S2_6,-41,-36,17
116,17Networks_LH_SomMotB_S2_7,-59,-3,11
117,17Networks_LH_SomMotB_S2_8,-45,-22,19
118,17Networks_LH_SomMotB_S2_9,-60,-17,19
119,17Networks_LH_SomMotB_S2_10,-51,-27,17
120,17Networks_LH_SomMotB_S2_11,-65,-9,21
121,17Networks_LH_SomMotB_Ins_1,-35,-24,11
122,17Networks_LH_SomMotB_Aud_1,-53,-1,-3
123,17Networks_LH_SomMotB_Aud_2,-56,-17,6
124,17Networks_LH_SomMotB_Aud_3,-43,-19,3
125,17Networks_LH_SomMotB_Aud_4,-61,-26,10
126,17Networks_LH_SomMotB_Aud_5,-43,-29,9
127,17Networks_LH_SomMotB_Aud_6,-49,-33,11
128,17Networks_LH_SomMotB_Aud_7,-59,-37,16
129,17Networks_LH_DorsAttnA_TempOcc_1,-34,-40,-22
