ROI Label,ROI Name,R,A,S
1,17Networks_LH_VisCent_Striate_1,-5,-87,-12
2,17Networks_LH_VisCent_Striate_2,-9,-98,-11
3,17Networks_LH_VisCent_ExStr_1,-35,-60,-17
4,17Networks_LH_VisCent_ExStr_2,-25,-57,-10
5,17Networks_LH_VisCent_ExStr_3,-37,-80,-16
6,17Networks_LH_VisCent_ExStr_4,-23,-73,-10
7,17Networks_LH_VisCent_ExStr_5,-19,-86,-15
8,17Networks_LH_VisCent_ExStr_6,-25,-97,-12
9,17Networks_LH_VisCent_ExStr_7,-43,-85,-5
10,17Networks_LH_VisCent_ExStr_8,-45,-75,5
11,17Networks_LH_VisCent_ExStr_9,-25,-96,5
12,17Networks_LH_VisCent_ExStr_10,-10,-102,6
13,17Networks_LH_VisCent_ExStr_11,-34,-88,9
14,17Networks_LH_VisCent_ExStr_12,-18,-93,21
15,17Networks_LH_VisCent_ExStr_13,-26,-82,22
16,17Networks_LH_VisPeri_StriCal_1,-8,-61,3
17,17Networks_LH_VisPeri_StriCal_2,-5,-74,5
18,17Networks_LH_VisPeri_StriCal_3,-5,-91,1
19,17Networks_LH_VisPeri_StriCal_4,-16,-68,7
20,17Networks_LH_VisPeri_StriCal_5,-6,-78,11
21,17Networks_LH_VisPeri_ExStrInf_1,-23,-48,-6
22,17Networks_LH_VisPeri_ExStrInf_2,-13,-61,-5
23,17Networks_LH_VisPeri_ExStrInf_3,-7,-75,-6
24,17Networks_LH_VisPeri_ExStrInf_4,-15,-47,-3
25,17Networks_LH_VisPeri_ExStrInf_5,-20,-58,4
26,17Networks_LH_VisPeri_ExStrSup_1,-6,-95,17
27,17Networks_LH_VisPeri_ExStrSup_2,-3,-84,25
28,17Networks_LH_VisPeri_ExStrSup_3,-11,-72,21
29,17Networks_LH_VisPeri_ExStrSup_4,-16,-89,34
30,17Networks_LH_VisPeri_ExStrSup_5,-12,-81,36
31,17Networks_LH_SomMotA_1,-49,-26,49
32,17Networks_LH_SomMotA_2,-49,-17,54
33,17Networks_LH_SomMotA_3,-43,-12,51
34,17Networks_LH_SomMotA_4,-7,-14,49
35,17Networks_LH_SomMotA_5,-47,-30,59
36,17Networks_LH_SomMotA_6,-39,-24,53
37,17Networks_LH_SomMotA_7,-8,-39,56
38,17Networks_LH_SomMotA_8,-36,-20,64
39,17Networks_LH_SomMotA_9,-4,-26,58
40,17Networks_LH_SomMotA_10,-30,-46,63
41,17Networks_LH_SomMotA_11,-5,-8,63
42,17Networks_LH_SomMotA_12,-32,-29,62
43,17Networks_LH_SomMotA_13,-26,-11,66
44,17Networks_LH_SomMotA_14,-29,-38,66
45,17Networks_LH_SomMotA_15,-9,-43,70
46,17Networks_LH_SomMotA_16,-19,-24,67
47,17Networks_LH_SomMotA_17,-20,-31,68
48,17Networks_LH_SomMotA_18,-15,-13,73
49,17Networks_LH_SomMotA_19,-20,-38,72
50,17Networks_LH_SomMotA_20,-3,-33,69
51,17Networks_LH_SomMotA_21,-7,-17,74
52,17Networks_LH_SomMotA_22,-12,-27,73
53,17Networks_LH_SomMotA_23,-10,-34,76
54,17Networks_LH_SomMotB_Cent_1,-60,-4,18
55,17Networks_LH_SomMotB_Cent_2,-63,-11,30
56,17Networks_LH_SomMotB_Cent_3,-58,-1,31
57,17Networks_LH_SomMotB_Cent_4,-54,-9,28
58,17Networks_LH_SomMotB_Cent_5,-50,-15,39
59,17Networks_LH_SomMotB_Cent_6,-51,-7,43
60,17Networks_LH_SomMotB_Cent_7,-39,-19,42
61,17Networks_LH_SomMotB_S2_1,-38,-13,16
62,17Networks_LH_SomMotB_S2_2,-36,-27,19
63,17Networks_LH_SomMotB_S2_3,-51,-13,13
64,17Networks_LH_SomMotB_S2_4,-60,-2,12
65,17Networks_LH_SomMotB_S2_5,-49,-24,18
66,17Networks_LH_SomMotB_S2_6,-62,-18,20
67,17Networks_LH_SomMotB_Ins_1,-35,-24,11
68,17Networks_LH_SomMotB_Aud_1,-53,-1,-3
69,17Networks_LH_SomMotB_Aud_2,-57,-16,6
70,17Networks_LH_SomMotB_Aud_3,-43,-19,4
71,17Networks_LH_SomMotB_Aud_4,-61,-27,10
72,17Networks_LH_SomMotB_Aud_5,-44,-28,9
73,17Networks_LH_SomMotB_Aud_6,-58,-37,16
74,17Networks_LH_SomMotB_Aud_7,-41,-36,15
75,17Networks_LH_DorsAttnA_TempOcc_1,-45,-44,-21
76,17Networks_LH_DorsAttnA_TempOcc_2,-49,-57,-14
77,17Networks_LH_DorsAttnA_TempOcc_3,-45,-70,-8
78,17Networks_LH_DorsAttnA_ParOcc_1,-49,-66,13
79,17Networks_LH_DorsAttnA_ParOcc_2,-42,-81,17
80,17Networks_LH_DorsAttnA_ParOcc_3,-32,-84,26
81,17Networks_LH_DorsAttnA_SPL_1,-26,-71,31
82,17Networks_LH_DorsAttnA_SPL_2,-21,-82,44
83,17Networks_LH_DorsAttnA_SPL_3,-22,-66,48
84,17Networks_LH_DorsAttnA_SPL_4,-17,-73,53
